name,country,category,price,n_ratings,brand_base_urls
Compagnie des Indes Jamaica 2000 Hampden 16-Years,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/5594-compagnie-des-indes-jamaica-2000-hampden-16-years
Ron Dorado Legendario Gold,Dominican Republic,Gold,NA,2,https://www.rumratings.com/brands/3955-ron-dorado-legendario-gold
Mount Gay Extra Old,Barbados,Gold,NA,2,https://www.rumratings.com/brands/6110-mount-gay-extra-old
Ron Mulata Anejo Blanco,Cuba,Aged,NA,2,https://www.rumratings.com/brands/5292-ron-mulata-anejo-blanco
Beach Time Distilling Beach Nut Rum,United States,Flavored,NA,2,https://www.rumratings.com/brands/6293-beach-time-distilling-beach-nut-rum
Novo Fogo Tanger,Brazil,Gold,NA,2,https://www.rumratings.com/brands/2291-novo-fogo-tanger
Le Gus't Demerara 2002 Optimum Proof,France,Aged,NA,2,https://www.rumratings.com/brands/5035-le-gus-t-demerara-2002-optimum-proof
Damoiseau Special Edition,Guadeloupe,Aged,NA,2,https://www.rumratings.com/brands/3576-damoiseau-special-edition
Tortuga Mango,British West Indies,Flavored,NA,2,https://www.rumratings.com/brands/1892-tortuga-mango
Prichard's Spiced,USA,Spiced,NA,2,https://www.rumratings.com/brands/2044-prichard-s-spiced
Smoke and Oakum Manufactory Gunpowder Rum,New Zealand,Dark,NA,2,https://www.rumratings.com/brands/5963-smoke-and-oakum-manufactory-gunpowder-rum
Bozkov Special,Czech Republic,Aged,NA,2,https://www.rumratings.com/brands/3505-bozkov-special
"St. Aubin History Collection 7 Years, Cuvee Grande Reserva Rhum",Mauritius,Rhum Agricole,NA,2,https://www.rumratings.com/brands/3899-st-aubin-history-collection-7-years-cuvee-grande-reserva-rhum
Palo Viejo Gold,Puerto Rico,Gold,NA,2,https://www.rumratings.com/brands/1765-palo-viejo-gold
Trois Rivieres 2000,Martinique,Aged,126.68,2,https://www.rumratings.com/brands/3483-trois-rivieres-2000
Ron Gavanes Anejo Superior,Dominican Republic,Aged,NA,2,https://www.rumratings.com/brands/3939-ron-gavanes-anejo-superior
Old Monk White,India,Light,NA,2,https://www.rumratings.com/brands/605-old-monk-white
Summum 25-Year,Trinidad,Aged,NA,2,https://www.rumratings.com/brands/1321-summum-25-year
Westerhall 10 XO,Grenada,Aged,46.49,2,https://www.rumratings.com/brands/4306-westerhall-10-xo
A 1710 La perle Rhum,Martinique,Rhum Agricole,NA,2,https://www.rumratings.com/brands/5180-a-1710-la-perle-rhum
Excellence Rhum Collection 2017  Foursquare MBFS Millésime 2006,France,Aged,NA,2,https://www.rumratings.com/brands/5606-excellence-rhum-collection-2017-foursquare-mbfs-millesime-2006
Downslope Distilling Gold,USA,Gold,NA,2,https://www.rumratings.com/brands/342-downslope-distilling-gold
Vizcaya Vizcaya Black Rum,Dominican Republic,Aged,NA,2,https://www.rumratings.com/brands/5638-vizcaya-vizcaya-black-rum
Kill Devil (Hunter Laing) Nicaragua 2004 11-Year,Scotland,Aged,NA,2,https://www.rumratings.com/brands/3784-kill-devil-hunter-laing-nicaragua-2004-11-year
"Liquid Treasure Brazil Epris 17-Year 1999-2017 43,8% Sessions n°3",Germany,Aged,NA,2,https://www.rumratings.com/brands/5439-liquid-treasure-brazil-epris-17-year-1999-2017-43-8-sessions-n-3
Plantation Guyana 1990,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/1603-plantation-guyana-1990
Spirittsland Ron Summum Reserva Especial,Dominican Republic,Aged,NA,2,https://www.rumratings.com/brands/5932-spirittsland-ron-summum-reserva-especial
Bielle Brut de Fut 2003 8-Year,Guadeloupe,Aged,NA,2,https://www.rumratings.com/brands/2361-bielle-brut-de-fut-2003-8-year
Humboldt Distillery Small Batch 80 proof,United States,Gold,NA,2,https://www.rumratings.com/brands/5296-humboldt-distillery-small-batch-80-proof
Dzama Le Maki Ambre,Madagascar,Aged,28.4,2,https://www.rumratings.com/brands/356-dzama-le-maki-ambre
Farthofer O,Austria,Gold,NA,2,https://www.rumratings.com/brands/3481-farthofer-o
Kozi Bay Silver,Barbados,Light,NA,2,https://www.rumratings.com/brands/1590-kozi-bay-silver
Rum Fire Velvet Overproof,Jamaica,Overproof,15.45,2,https://www.rumratings.com/brands/2883-rum-fire-velvet-overproof
Cadenhead's Guyanan Green Label 12-Year,UK,Aged,NA,2,https://www.rumratings.com/brands/1927-cadenhead-s-guyanan-green-label-12-year
Plantation La Reunion Molasses Single Cask 12-Year,Caribbean,Dark,NA,2,https://www.rumratings.com/brands/3705-plantation-la-reunion-molasses-single-cask-12-year
Sailer Jerry Spiced Rum Sailer Jerry’ Spiced Rum,USA,Aged,NA,2,https://www.rumratings.com/brands/5661-sailer-jerry-spiced-rum-sailer-jerry-spiced-rum
Austrian Empire Austrian empire navy rum. Reserva 1863,UK,n/a,NA,2,https://www.rumratings.com/brands/5846-austrian-empire-austrian-empire-navy-rum-reserva-1863
Okinawan Cor Cor Green,Japan,Gold,NA,2,https://www.rumratings.com/brands/1617-okinawan-cor-cor-green
Brugal 1888 Ron grand reserve,Dominican Republic,Aged,NA,2,https://www.rumratings.com/brands/6185-brugal-1888-ron-grand-reserve
Bombo Carmel & Banana,UK,Flavored,NA,2,https://www.rumratings.com/brands/3623-bombo-carmel-banana
Duncan Taylor Bellevue Distillery 1998 - Cask 94 - Aged 17 Years - Guadeloupe,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/5379-duncan-taylor-bellevue-distillery-1998-cask-94-aged-17-years-guadeloupe
La Favorite millésime 2009 (fevrier 2009 / septembre 2017),Martinique,Aged,NA,2,https://www.rumratings.com/brands/5986-la-favorite-millesime-2009-fevrier-2009-septembre-2017
Blue Chair Bay Vanilla,Barbados,Flavored,NA,2,https://www.rumratings.com/brands/4002-blue-chair-bay-vanilla
Reserve Rum of Peru 8 Years Old,UK,Aged,NA,2,https://www.rumratings.com/brands/703-reserve-rum-of-peru-8-years-old
Royal Jamaican Spiced,Jamaica,Spiced,NA,2,https://www.rumratings.com/brands/5913-royal-jamaican-spiced
Berry's Haitian 9-Year,Caribbean,Aged,92.73,2,https://www.rumratings.com/brands/2399-berry-s-haitian-9-year
Cruzan Estate Light,US Virgin Islands,Light,NA,2,https://www.rumratings.com/brands/253-cruzan-estate-light
Silver Seal Enmore 2002,Italy,Aged,NA,2,https://www.rumratings.com/brands/5043-silver-seal-enmore-2002
Cadenhead's Guyanan Green Label 16-Year,UK,Aged,NA,2,https://www.rumratings.com/brands/5149-cadenhead-s-guyanan-green-label-16-year
Foursquare Neptune,Barbados,Aged,NA,2,https://www.rumratings.com/brands/5319-foursquare-neptune
Morant Bay Spiced Red,UK,Spiced,NA,2,https://www.rumratings.com/brands/3640-morant-bay-spiced-red
Kimberley Rum Company Maiden Voyage,Western Australia,Spiced,NA,2,https://www.rumratings.com/brands/4253-kimberley-rum-company-maiden-voyage
Ferroni Ambré 18 Month,Cuba,Gold,NA,2,https://www.rumratings.com/brands/5604-ferroni-ambre-18-month
Chamarel Single Barrel 2009,Mauritius,Aged,NA,2,https://www.rumratings.com/brands/5609-chamarel-single-barrel-2009
Manutea 40 Rhum,French Polynesia,Rhum Agricole,NA,2,https://www.rumratings.com/brands/5881-manutea-40-rhum
Malibu Strawberries & Whipped Creme Swirl,Canada,Flavored,NA,2,https://www.rumratings.com/brands/4018-malibu-strawberries-whipped-creme-swirl
Plantation Plantation Peru 13 years old amburana maturation,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/5778-plantation-plantation-peru-13-years-old-amburana-maturation
Old Ipswich Tavern Style,USA,Gold,NA,2,https://www.rumratings.com/brands/1805-old-ipswich-tavern-style
Ron Aldea Anejo,Canary Islands,Gold,NA,2,https://www.rumratings.com/brands/2207-ron-aldea-anejo
Trois Rivieres Cuvée Spéciale Mojito & Long Drink Rhum,Martinique,Rhum Agricole,NA,2,https://www.rumratings.com/brands/3967-trois-rivieres-cuvee-speciale-mojito-long-drink-rhum
Chantal Comte l'Arbre du Voyageur Reserve 2001 Rhum,France,Rhum Agricole,135.91,2,https://www.rumratings.com/brands/2069-chantal-comte-l-arbre-du-voyageur-reserve-2001-rhum
Toucan Vaniliane,Guyana,Flavored,NA,2,https://www.rumratings.com/brands/1723-toucan-vaniliane
Ron Maja 8-year,El Salvador,Aged,NA,2,https://www.rumratings.com/brands/3930-ron-maja-8-year
Hispaniola Grand Anejo 8,Dominican Republic,Aged,23.02,2,https://www.rumratings.com/brands/447-hispaniola-grand-anejo-8
Ron Santafé Anejo 4-Year,Colombia,Gold,NA,2,https://www.rumratings.com/brands/836-ron-santafe-anejo-4-year
Halifax Distilling Company J. D. Shore Gold Rum,Canada,Gold,NA,2,https://www.rumratings.com/brands/6208-halifax-distilling-company-j-d-shore-gold-rum
El Dorado Deluxe Silver 6-Year,Guyana,Light,NA,2,https://www.rumratings.com/brands/1968-el-dorado-deluxe-silver-6-year
Rumson's Gold,USA,Gold,NA,2,https://www.rumratings.com/brands/1858-rumson-s-gold
Prowood Gunpowder,USA,Spiced,NA,2,https://www.rumratings.com/brands/5238-prowood-gunpowder
The Real McCoy 10-Year Virgin Oak,Barbados,Aged,NA,2,https://www.rumratings.com/brands/5708-the-real-mccoy-10-year-virgin-oak
Edwin Charley Foundation,Jamaica,Overproof,NA,2,https://www.rumratings.com/brands/1054-edwin-charley-foundation
Trois Rivieres 1995,Martinique,Aged,NA,2,https://www.rumratings.com/brands/3489-trois-rivieres-1995
Don Papa Small Batch,Philippines,Aged,42.05,474,https://www.rumratings.com/brands/1052-don-papa-small-batch
Neisson cuvée du 3eme millenaire,Martinique,Aged,NA,2,https://www.rumratings.com/brands/5849-neisson-cuvee-du-3eme-millenaire
Paola Extra 8-Year,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/3501-paola-extra-8-year
1423 S.B.S Nicaragua 2004,Panama,Overproof,NA,2,https://www.rumratings.com/brands/5746-1423-s-b-s-nicaragua-2004
Plantation Trinidad 1999 Banyuls & Sherry Cask Finish,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/3443-plantation-trinidad-1999-banyuls-sherry-cask-finish
Seaspirits llc Seaspirits,United States,Aged,NA,2,https://www.rumratings.com/brands/5755-seaspirits-llc-seaspirits
Bambarra Coconut,Turks and Caicos Islands,Flavored,NA,2,https://www.rumratings.com/brands/82-bambarra-coconut
Renegade Saint Lucia,Caribbean,Aged,101.43,2,https://www.rumratings.com/brands/1067-renegade-saint-lucia
James Busby Fine Wines & Spirits Club Armada,Australia,Dark,NA,2,https://www.rumratings.com/brands/5653-james-busby-fine-wines-spirits-club-armada
Karibbean Liquor Black River S.A.S. Antigua Porteno Solera 8,Colombia,Aged,NA,2,https://www.rumratings.com/brands/6065-karibbean-liquor-black-river-s-a-s-antigua-porteno-solera-8
Mount Gay Mount Gay Rum Extra Old 12 Years,Barbados,Aged,NA,2,https://www.rumratings.com/brands/5448-mount-gay-mount-gay-rum-extra-old-12-years
HSE La Confrerie du Rhum 2007,Martinique,Aged,NA,2,https://www.rumratings.com/brands/3937-hse-la-confrerie-du-rhum-2007
Oksen Baton de Canelle Entier,Martinique,Spiced,51.68,2,https://www.rumratings.com/brands/2281-oksen-baton-de-canelle-entier
Clement Vieux Cuvée Charles,Martinique,Aged,NA,2,https://www.rumratings.com/brands/223-clement-vieux-cuvee-charles
Lidl Liberte,United Kingdom,Spiced,NA,2,https://www.rumratings.com/brands/5884-lidl-liberte
Compagnie des Indes Port Mourant Rum 13,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/5768-compagnie-des-indes-port-mourant-rum-13
Ron Anejo Canaveral,Venezuela,Gold,NA,2,https://www.rumratings.com/brands/3755-ron-anejo-canaveral
Arehucas Capitan Kidd 20-Year,Spain,Aged,188.04,2,https://www.rumratings.com/brands/50-arehucas-capitan-kidd-20-year
La Favorite La Confrerie 1996,Martinique,Aged,NA,2,https://www.rumratings.com/brands/3828-la-favorite-la-confrerie-1996
Calico Jack Chocolate Coconut,USA,Flavored,NA,2,https://www.rumratings.com/brands/1651-calico-jack-chocolate-coconut
New Grove Vanilla,Mauritius,Flavored,NA,2,https://www.rumratings.com/brands/4047-new-grove-vanilla
Kintra The Taylor of Panama 2004 - Cask No. 23,Netherlands,Aged,NA,2,https://www.rumratings.com/brands/5381-kintra-the-taylor-of-panama-2004-cask-no-23
Plantation Plantation Trinidad 2003,Caribbean,Aged,NA,2,https://www.rumratings.com/brands/5585-plantation-plantation-trinidad-2003
Trois Rivieres 1997,Martinique,Aged,NA,2,https://www.rumratings.com/brands/991-trois-rivieres-1997
Captain Morgan Parrot Bay Mango,Puerto Rico,Flavored,NA,2,https://www.rumratings.com/brands/5183-captain-morgan-parrot-bay-mango
J. Bally 2000 Rhum,Martinique,Rhum Agricole,53.51,2,https://www.rumratings.com/brands/1212-j-bally-2000-rhum
Copacabana Anejo,Panama,Gold,NA,2,https://www.rumratings.com/brands/1480-copacabana-anejo
Clement Liqueur Creole Rhum,Martinique,Rhum Agricole,NA,2,https://www.rumratings.com/brands/1969-clement-liqueur-creole-rhum
Kill Devil (Hunter Laing) Jamaica 1998 17-Year,Scotland,Aged,NA,2,https://www.rumratings.com/brands/4214-kill-devil-hunter-laing-jamaica-1998-17-year
Delhaize Indonesian,Indonesia,Gold,NA,2,https://www.rumratings.com/brands/5075-delhaize-indonesian
Bear Hug Mango,USA,Flavored,31.46,1,https://www.rumratings.com/brands/2382-bear-hug-mango
Plantation Trinidad Old Reserve 2000,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5280-plantation-trinidad-old-reserve-2000
Mezan Trinidad 1998,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/1708-mezan-trinidad-1998
Silver Seal Trinidad Single Cask 1991 24-Year,Italy,Aged,NA,1,https://www.rumratings.com/brands/4270-silver-seal-trinidad-single-cask-1991-24-year
Cubaney Solera Grand Reserve Selecto 18-Year,Dominican Republic,Dark,NA,1,https://www.rumratings.com/brands/3703-cubaney-solera-grand-reserve-selecto-18-year
Berry's Barbados 10-Year,Caribbean,Aged,75.06,1,https://www.rumratings.com/brands/5110-berry-s-barbados-10-year
Ko Hana KEA - Collection Rhum,United States,Rhum Agricole,NA,1,https://www.rumratings.com/brands/6172-ko-hana-kea-collection-rhum
La Maison du Whisky TCRL Jamaica WP 2012,France,Aged,NA,1,https://www.rumratings.com/brands/5810-la-maison-du-whisky-tcrl-jamaica-wp-2012
Malecon Selecion Esplendida 1987,Panama,Aged,NA,1,https://www.rumratings.com/brands/4014-malecon-selecion-esplendida-1987
Ron Caney Gran Reserva 10-Year,Cuba,Aged,NA,1,https://www.rumratings.com/brands/3475-ron-caney-gran-reserva-10-year
"Ron Navazos Palazzi Cask Strength Rum, Olorosso Casks, 2014",Spain,Aged,NA,1,https://www.rumratings.com/brands/5171-ron-navazos-palazzi-cask-strength-rum-olorosso-casks-2014
Rebellion White,Caribbean,Light,NA,1,https://www.rumratings.com/brands/1411-rebellion-white
Old Ipswich White Cap,USA,Light,NA,1,https://www.rumratings.com/brands/1804-old-ipswich-white-cap
Siesta Key White,USA,Light,NA,1,https://www.rumratings.com/brands/893-siesta-key-white
Kings Bay Gold,USA,Gold,NA,1,https://www.rumratings.com/brands/473-kings-bay-gold
Aldi Old hopking spiced gold,United Kingdom,Spiced,NA,1,https://www.rumratings.com/brands/5969-aldi-old-hopking-spiced-gold
Bohio Bohío Premium,Dominican Republic,Aged,NA,1,https://www.rumratings.com/brands/4220-bohio-bohio-premium
Abanescu S. L Comandante Fidel,Spain / Kuba,Aged,NA,1,https://www.rumratings.com/brands/5433-abanescu-s-l-comandante-fidel
Neisson 12-Year Rhum,Martinique,Rhum Agricole,NA,1,https://www.rumratings.com/brands/5291-neisson-12-year-rhum
Clarkes Court Special Dark Rum,Grenada,Aged,NA,1,https://www.rumratings.com/brands/5961-clarkes-court-special-dark-rum
Cuerpo White,Guyana,Light,NA,1,https://www.rumratings.com/brands/2186-cuerpo-white
Bundaberg Watermark,Australia,Aged,NA,1,https://www.rumratings.com/brands/1759-bundaberg-watermark
Santiago de Cuba 500,Cuba,Aged,NA,1,https://www.rumratings.com/brands/4264-santiago-de-cuba-500
Private Selection Private Selection Blendt Number 26,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/5954-private-selection-private-selection-blendt-number-26
Rhum JM Réserve spéciale,Martinique,Aged,NA,1,https://www.rumratings.com/brands/4316-rhum-jm-reserve-speciale
"Berry Bros. & Rudd St Lucia 14Y - 52,5°",Jamaica,Aged,NA,1,https://www.rumratings.com/brands/6083-berry-bros-rudd-st-lucia-14y-52-5
Savanna Vieux De La Reunion 15-Year,Reunion,Aged,NA,1,https://www.rumratings.com/brands/885-savanna-vieux-de-la-reunion-15-year
Number Nine Spirituosenmanufaktur GmbH Alfreds Trail Rum  5.12 Guatemala Sauternes Cask 45%,Germany,Aged,NA,1,https://www.rumratings.com/brands/6149-number-nine-spirituosenmanufaktur-gmbh-alfreds-trail-rum-5-12-guatemala-sauternes-cask-45
Berry's Fijian 10-Year,Caribbean,Aged,65.21,1,https://www.rumratings.com/brands/5070-berry-s-fijian-10-year
Old Man Guavaberry Mango,Saint Martin,Flavored,NA,1,https://www.rumratings.com/brands/5391-old-man-guavaberry-mango
DELLAVALLE S.R.L. Boote Star 10 yo Guyana Rum,Italy,Aged,NA,1,https://www.rumratings.com/brands/5859-dellavalle-s-r-l-boote-star-10-yo-guyana-rum
Private Selection Straight from the Cask,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/1865-private-selection-straight-from-the-cask
Very Old Demerara 1975,UK,Aged,NA,1,https://www.rumratings.com/brands/997-very-old-demerara-1975
Dry Dock Sorghrum,USA,Light,NA,1,https://www.rumratings.com/brands/1123-dry-dock-sorghrum
Johannsen Royal 14-Year,Germany,Aged,NA,1,https://www.rumratings.com/brands/2114-johannsen-royal-14-year
McMenamins Cornelius Pass Roadhouse Distillery Frank High Proof,USA,Overproof,NA,1,https://www.rumratings.com/brands/5400-mcmenamins-cornelius-pass-roadhouse-distillery-frank-high-proof
Hamilton New York Blend,Caribbean,Gold,NA,1,https://www.rumratings.com/brands/5705-hamilton-new-york-blend
"Duquesne ""VAL D'OR"" Vieux Rhum 10-Year",Martinique,Aged,NA,1,https://www.rumratings.com/brands/5309-duquesne-val-d-or-vieux-rhum-10-year
Rhum Caraibes Caraibes Hors d´Age Rhum,Guadeloupe,Rhum Agricole,NA,1,https://www.rumratings.com/brands/5574-rhum-caraibes-caraibes-hors-d-age-rhum
Neptunes 42,Germany,Aged,NA,1,https://www.rumratings.com/brands/3997-neptunes-42
Destilería Heriberto Duquesne Vacilón Añejo 3 Años,Cuba,Aged,NA,1,https://www.rumratings.com/brands/5432-destileria-heriberto-duquesne-vacilon-anejo-3-anos
Barrel Craft Spirits Barrel Rum,United States,Aged,NA,1,https://www.rumratings.com/brands/5793-barrel-craft-spirits-barrel-rum
EKTE EKTE Dark & Aged Riesling Finish,Denmark,Aged,NA,1,https://www.rumratings.com/brands/5901-ekte-ekte-dark-aged-riesling-finish
Sisi Dark,Mexico,Dark,NA,1,https://www.rumratings.com/brands/2181-sisi-dark
Carta Blanca,Mexico,Light,NA,1,https://www.rumratings.com/brands/181-carta-blanca
Artemi Blanco,Spain,Light,NA,1,https://www.rumratings.com/brands/61-artemi-blanco
Ferroni Trinidad 2010 - 53%,Cuba,Aged,NA,1,https://www.rumratings.com/brands/5934-ferroni-trinidad-2010-53
"Travellers Belize Rum, 11-Year, 43%",Belize,Aged,NA,1,https://www.rumratings.com/brands/6119-travellers-belize-rum-11-year-43
El Chorrito Anejo Aguardiente,Mexico,Aged,NA,1,https://www.rumratings.com/brands/366-el-chorrito-anejo-aguardiente
Charrette Vieux 7-Year,Reunion,Aged,NA,1,https://www.rumratings.com/brands/2029-charrette-vieux-7-year
Harvest Gold,USA,Gold,NA,1,https://www.rumratings.com/brands/2045-harvest-gold
Berry Bros. & Rudd Guadalupe 16 year old 1998 vintage,Jamaica,Aged,NA,1,https://www.rumratings.com/brands/5839-berry-bros-rudd-guadalupe-16-year-old-1998-vintage
Espinillar Gran Reserva 20-Year,Uruguay,Aged,NA,1,https://www.rumratings.com/brands/1452-espinillar-gran-reserva-20-year
Leblon Reserve Especial,Brazil,Aged,NA,1,https://www.rumratings.com/brands/1381-leblon-reserve-especial
1423 Indian Rum,Panama,Flavored,NA,1,https://www.rumratings.com/brands/3998-1423-indian-rum
Allegheny distilling Maggie's Farm Queen's Share Rum - Rye Barrel Finish,United States,Aged,NA,1,https://www.rumratings.com/brands/6145-allegheny-distilling-maggie-s-farm-queen-s-share-rum-rye-barrel-finish
"Diamond Distillery L'Esprit Diamond cask 71,4% Guyana 2005/2016 11year",Guyana,Aged,NA,1,https://www.rumratings.com/brands/6016-diamond-distillery-l-esprit-diamond-cask-71-4-guyana-2005-2016-11year
Conviviality Rolling Calf,UK,Spiced,NA,1,https://www.rumratings.com/brands/5694-conviviality-rolling-calf
Kill Devil Silver,USA,Light,NA,1,https://www.rumratings.com/brands/3782-kill-devil-silver
Ron Botran Extra Light,Guatemala,Light,NA,1,https://www.rumratings.com/brands/758-ron-botran-extra-light
Rum Society 62,Caribbean,Light,NA,1,https://www.rumratings.com/brands/5983-rum-society-62
"1423 SBS Rum Guyana Enmore 1988 51,8%",Panama,Aged,NA,1,https://www.rumratings.com/brands/5626-1423-sbs-rum-guyana-enmore-1988-51-8
Braunstein Distillery Danica Rum,Denmark,Spiced,NA,1,https://www.rumratings.com/brands/3739-braunstein-distillery-danica-rum
Code Spiced,USA,Spiced,NA,1,https://www.rumratings.com/brands/3776-code-spiced
Rhum JM White Rum (80 proof) Rhum,Martinique,Rhum Agricole,NA,1,https://www.rumratings.com/brands/5424-rhum-jm-white-rum-80-proof-rhum
Fair 9-Year,Belize,Aged,NA,1,https://www.rumratings.com/brands/5139-fair-9-year
CapuCana CapuCana Cachaca,Brazil,Cachaca,NA,1,https://www.rumratings.com/brands/3990-capucana-capucana-cachaca
Key West Raw and unfiltered,USA,Dark,NA,1,https://www.rumratings.com/brands/5892-key-west-raw-and-unfiltered
Opthimus 15 Year Malt Whiskey Finish Tomatin,Dominican Republic,Aged,NA,1,https://www.rumratings.com/brands/6152-opthimus-15-year-malt-whiskey-finish-tomatin
Riviere du Mat Vieux Traditionnel 12-Year,Reunion,Aged,NA,1,https://www.rumratings.com/brands/1950-riviere-du-mat-vieux-traditionnel-12-year
Captain Morgan Fire Ship,Puerto Rico,Spiced,NA,1,https://www.rumratings.com/brands/3814-captain-morgan-fire-ship
Old Man Guavaberry Vaanilla,Saint Martin,Flavored,NA,1,https://www.rumratings.com/brands/5390-old-man-guavaberry-vaanilla
Clement American cask,Martinique,Aged,NA,1,https://www.rumratings.com/brands/3717-clement-american-cask
Golden Devil Jamaica 2007 9-year (Hampden),United Kingdom,Aged,NA,1,https://www.rumratings.com/brands/5922-golden-devil-jamaica-2007-9-year-hampden
Ron Caney Dorado,Cuba,Light,NA,1,https://www.rumratings.com/brands/762-ron-caney-dorado
Clarkes Court Spicy 138 Proof,Grenada,Overproof,NA,1,https://www.rumratings.com/brands/5891-clarkes-court-spicy-138-proof
"Sansibar Jamaican Hampden 17-Year - 2000 - 47,4%",Germany,Aged,NA,1,https://www.rumratings.com/brands/5438-sansibar-jamaican-hampden-17-year-2000-47-4
Distillerie Fils du Roy Fort La Tour,Canada,Light,NA,1,https://www.rumratings.com/brands/5621-distillerie-fils-du-roy-fort-la-tour
Timber Creek Apple Pie,USA,Flavored,NA,1,https://www.rumratings.com/brands/3526-timber-creek-apple-pie
Reimonenq Ambre,Guadeloupe,Gold,22.92,1,https://www.rumratings.com/brands/1261-reimonenq-ambre
"The Nectar Of The Daily Drams Guyanan Rum 18-Year 1998 Uitvlugt 52,1°",Belgium,Aged,NA,1,https://www.rumratings.com/brands/5169-the-nectar-of-the-daily-drams-guyanan-rum-18-year-1998-uitvlugt-52-1
Duncan Taylor 10 year old South Pacific Distillery 2003 edition cask number 7,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/5906-duncan-taylor-10-year-old-south-pacific-distillery-2003-edition-cask-number-7
Arecha Carta Oro,Cuba,Gold,NA,1,https://www.rumratings.com/brands/2226-arecha-carta-oro
Ron Pampero Ron Pampero,"Venezuela, Bolivarian Republic of",Aged,NA,1,https://www.rumratings.com/brands/6229-ron-pampero-ron-pampero
Chairman's Reserve Silver,St. Lucia,Light,NA,1,https://www.rumratings.com/brands/5204-chairman-s-reserve-silver
Tanduay White,Philippines,Light,NA,1,https://www.rumratings.com/brands/948-tanduay-white
Pellegrini Spa Mabaruma Hampden Rum 2000 12-Year,Italy,Aged,NA,1,https://www.rumratings.com/brands/5263-pellegrini-spa-mabaruma-hampden-rum-2000-12-year
Nusa Cana Tropical Island Rum,Indonesia,Light,NA,1,https://www.rumratings.com/brands/6197-nusa-cana-tropical-island-rum
Ron Cartavio Reserva 8 años,Peru,n/a,NA,1,https://www.rumratings.com/brands/6137-ron-cartavio-reserva-8-anos
Wicked Dolphin Florida Silver,USA,Light,NA,1,https://www.rumratings.com/brands/2214-wicked-dolphin-florida-silver
Burning Barn Smoked Rum,United Kingdom,Flavored,NA,1,https://www.rumratings.com/brands/6267-burning-barn-smoked-rum
"Liquid Treasure Jamaican Worhty Park 12-Year 2005-2017 54,3°",Germany,Aged,NA,1,https://www.rumratings.com/brands/5404-liquid-treasure-jamaican-worhty-park-12-year-2005-2017-54-3
Stingray Spiced,USA,Spiced,NA,1,https://www.rumratings.com/brands/2374-stingray-spiced
Cedar Ridge Clearheart,USA,Light,NA,1,https://www.rumratings.com/brands/1038-cedar-ridge-clearheart
Charles Hosie Valedor (The Tobacco Companion) Cask Aged Rum,Germany,Aged,NA,1,https://www.rumratings.com/brands/5310-charles-hosie-valedor-the-tobacco-companion-cask-aged-rum
Sea Wynde 1.st Edition  Pot Still,Jamaica & Guyana ,Aged,NA,1,https://www.rumratings.com/brands/3888-sea-wynde-1-st-edition-pot-still
Isla de Canas isla de canas,Argentina,Flavored,NA,1,https://www.rumratings.com/brands/4219-isla-de-canas-isla-de-canas
Calico Jack Pineapple Coconut,USA,Flavored,NA,1,https://www.rumratings.com/brands/1652-calico-jack-pineapple-coconut
Berling S.A. Rhum Vieux Labbe 3 stars Premium Rum,Haiti,Gold,NA,1,https://www.rumratings.com/brands/5250-berling-s-a-rhum-vieux-labbe-3-stars-premium-rum
Novo Fogo Barrel 89,Brazil,Aged,NA,1,https://www.rumratings.com/brands/2289-novo-fogo-barrel-89
Ron Varadero Supremo,Cuba,Aged,NA,1,https://www.rumratings.com/brands/845-ron-varadero-supremo
Kahakai Tiki Spiced Original,unknown,Spiced,NA,1,https://www.rumratings.com/brands/3677-kahakai-tiki-spiced-original
Corralejo Reserva 22-Year,Mexico,Aged,NA,1,https://www.rumratings.com/brands/3872-corralejo-reserva-22-year
Don Lorenzo Coconut,Bahamas,Flavored,NA,1,https://www.rumratings.com/brands/323-don-lorenzo-coconut
Ron Carupano Anejo 6-Year,Venezuela,Gold,NA,1,https://www.rumratings.com/brands/3617-ron-carupano-anejo-6-year
Duncan Taylor Trinidad 1991 25-Year,Caribbean,Aged,NA,1,https://www.rumratings.com/brands/6178-duncan-taylor-trinidad-1991-25-year
Margaritaville Coconut,Jamaica,Flavored,NA,1,https://www.rumratings.com/brands/1851-margaritaville-coconut
Barracuda Cay 12 Year Dark,Panama,Aged,NA,1,https://www.rumratings.com/brands/6050-barracuda-cay-12-year-dark
Beenleigh Traditional rum liqueur,Australia,Dark,NA,1,https://www.rumratings.com/brands/4217-beenleigh-traditional-rum-liqueur
Compagnie des Indes Dillon 13 year Martinique Rhum Rhum,Caribbean,Rhum Agricole,NA,1,https://www.rumratings.com/brands/5579-compagnie-des-indes-dillon-13-year-martinique-rhum-rhum
